"Hepatitis_A","Hepatitis_B","Hepatitis_C","Viral_hepatitis","World_Hepatitis_Day","Jaundice","Hepatitis","Picornavirales","Hepatocellular_carcinoma","Hepatitis_C_virus"
"2093.0","4518.0","6106.0","315.0","119.0","3798.0","3143.0","11.0","779.0","256.0"
"1641.0","3422.0","4653.0","309.0","101.0","3030.0","2556.0","13.0","583.0","180.0"
"1523.0","3113.0","4251.0","287.0","79.0","3491.0","2437.0","3.0","563.0","180.0"
"2707.0","6060.0","9879.0","376.0","534.0","4157.0","3721.0","6.0","859.0","1600.0"
"2677.0","5516.0","7374.0","410.0","357.0","4399.0","4098.0","4.0","1021.0","395.0"
"2952.0","6094.0","7386.0","446.0","640.0","4243.0","4468.0","4.0","927.0","369.0"
"3347.0","7746.0","9538.0","443.0","6592.0","4488.0","6062.0","14.0","883.0","424.0"
"2401.0","5259.0","6699.0","386.0","535.0","3810.0","3928.0","9.0","837.0","282.0"
"1655.0","3642.0","4779.0","315.0","155.0","3258.0","2874.0","6.0","555.0","185.0"
"1580.0","3391.0","4579.0","309.0","116.0","3145.0","2612.0","12.0","567.0","177.0"
"2313.0","4498.0","5924.0","358.0","109.0","4294.0","3456.0","8.0","773.0","311.0"
"2801.0","4972.0","6715.0","404.0","76.0","4296.0","3538.0","7.0","894.0","349.0"
"2627.0","5108.0","6294.0","361.0","63.0","4405.0","3495.0","5.0","836.0","327.0"
"2541.0","4967.0","6331.0","371.0","73.0","4385.0","3559.0","9.0","855.0","292.0"
"2342.0","4373.0","5658.0","385.0","50.0","3855.0","3222.0","23.0","813.0","336.0"
"1955.0","3544.0","4581.0","267.0","48.0","3297.0","2576.0","9.0","550.0","221.0"
"1724.0","3191.0","4431.0","275.0","35.0","3292.0","2567.0","7.0","579.0","220.0"
"2222.0","4327.0","5926.0","368.0","63.0","4112.0","3379.0","8.0","857.0","333.0"
"4207.0","4799.0","6235.0","364.0","60.0","3927.0","3366.0","7.0","950.0","280.0"
"3887.0","4951.0","6666.0","349.0","43.0","4038.0","3581.0","10.0","933.0","342.0"
"3111.0","4776.0","6069.0","283.0","44.0","3781.0","3440.0","13.0","925.0","287.0"
"2390.0","3959.0","5230.0","282.0","49.0","3186.0","2868.0","13.0","758.0","237.0"
"1760.0","3155.0","4275.0","219.0","39.0","3296.0","2452.0","6.0","596.0","208.0"
"1604.0","3034.0","4152.0","242.0","44.0","3116.0","2394.0","7.0","550.0","217.0"
"2120.0","3928.0","5215.0","280.0","44.0","3889.0","2833.0","12.0","694.0","344.0"
"2297.0","4462.0","5780.0","309.0","74.0","4054.0","3263.0","13.0","890.0","307.0"
"2238.0","4431.0","5549.0","322.0","36.0","3796.0","3175.0","9.0","824.0","278.0"
"2032.0","3927.0","5052.0","273.0","31.0","3411.0","2710.0","6.0","775.0","257.0"
"2138.0","4045.0","5147.0","270.0","47.0","3615.0","2926.0","21.0","806.0","225.0"
"1664.0","3111.0","4005.0","230.0","27.0","3165.0","2299.0","6.0","526.0","191.0"
"1439.0","2844.0","3909.0","220.0","28.0","3051.0","2199.0","8.0","525.0","162.0"
"2131.0","4045.0","5229.0","290.0","41.0","3706.0","2880.0","5.0","819.0","280.0"
"2262.0","4210.0","5426.0","312.0","44.0","3965.0","2973.0","6.0","870.0","319.0"
"2051.0","4121.0","4999.0","306.0","47.0","3451.0","3017.0","6.0","1092.0","257.0"
"2159.0","3992.0","5171.0","288.0","40.0","4184.0","2827.0","5.0","794.0","280.0"
"1963.0","3966.0","4873.0","297.0","38.0","3631.0","2873.0","15.0","751.0","305.0"
"1506.0","3053.0","3906.0","198.0","41.0","13006.0","2332.0","6.0","533.0","202.0"
"1330.0","2760.0","3508.0","230.0","30.0","4348.0","2037.0","10.0","507.0","181.0"
"1820.0","3548.0","4214.0","243.0","29.0","3320.0","2525.0","16.0","678.0","257.0"
"2118.0","3839.0","4993.0","264.0","38.0","3693.0","2903.0","9.0","740.0","253.0"
"2051.0","4097.0","5039.0","341.0","41.0","3584.0","2779.0","3.0","837.0","246.0"
"2032.0","4037.0","4874.0","260.0","24.0","3507.0","2805.0","3.0","829.0","293.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1317.0","2829.0","3737.0","276.0","32.0","2886.0","2029.0","10.0","558.0","170.0"
"1417.0","2679.0","3505.0","230.0","25.0","3132.0","2193.0","5.0","430.0","196.0"
"1696.0","3147.0","3837.0","258.0","39.0","3406.0","2365.0","3.0","607.0","219.0"
"1924.0","3770.0","4738.0","318.0","37.0","3226.0","2574.0","14.0","712.0","270.0"
"1949.0","3796.0","4853.0","317.0","44.0","3142.0","2606.0","14.0","827.0","311.0"
"2014.0","4212.0","5271.0","314.0","51.0","3110.0","2842.0","23.0","853.0","333.0"
"2008.0","4183.0","5708.0","265.0","42.0","3088.0","2894.0","19.0","835.0","271.0"
"1604.0","3232.0","4417.0","278.0","33.0","2866.0","2459.0","6.0","626.0","208.0"
"1512.0","2808.0","3883.0","271.0","44.0","2759.0","2227.0","10.0","525.0","175.0"
"1964.0","3975.0","4985.0","332.0","32.0","3319.0","2652.0","7.0","816.0","228.0"
"2110.0","4074.0","5623.0","331.0","24.0","3325.0","2871.0","13.0","732.0","301.0"
"1976.0","4412.0","5086.0","337.0","44.0","3361.0","2935.0","8.0","835.0","292.0"
"2843.0","4545.0","5434.0","337.0","35.0","3480.0","3018.0","8.0","822.0","336.0"
"2306.0","3981.0","4969.0","296.0","38.0","3115.0","2807.0","7.0","765.0","283.0"
"1726.0","3295.0","4219.0","260.0","51.0","3196.0","2363.0","12.0","552.0","205.0"
"1556.0","3503.0","4168.0","238.0","38.0","3524.0","2665.0","5.0","531.0","216.0"
"2247.0","5595.0","4969.0","331.0","60.0","3815.0","2823.0","13.0","971.0","321.0"
"2188.0","4509.0","5688.0","289.0","33.0","3500.0","3140.0","6.0","917.0","306.0"
"2117.0","4298.0","6333.0","294.0","43.0","3354.0","3068.0","12.0","863.0","314.0"
"2197.0","4459.0","5715.0","353.0","37.0","3354.0","3000.0","14.0","870.0","306.0"
"1909.0","3846.0","4889.0","280.0","35.0","3026.0","2661.0","6.0","871.0","235.0"
"1597.0","3679.0","4524.0","257.0","43.0","3022.0","2637.0","6.0","640.0","249.0"
"1585.0","3475.0","4360.0","244.0","34.0","3054.0","2695.0","13.0","535.0","220.0"
"1960.0","3945.0","4685.0","318.0","41.0","3751.0","2713.0","13.0","816.0","304.0"
"2139.0","4194.0","4906.0","359.0","48.0","3384.0","2868.0","8.0","770.0","288.0"
"2069.0","4174.0","4626.0","325.0","38.0","3781.0","2790.0","13.0","814.0","272.0"
"2126.0","4506.0","5425.0","345.0","36.0","3711.0","3086.0","21.0","1006.0","298.0"
"2063.0","4171.0","5437.0","330.0","41.0","3451.0","2901.0","7.0","863.0","828.0"
"1648.0","3488.0","4374.0","310.0","39.0","3291.0","2526.0","13.0","616.0","258.0"
"1658.0","3205.0","4116.0","294.0","35.0","3371.0","2545.0","13.0","693.0","261.0"
"2315.0","4379.0","5385.0","378.0","45.0","3972.0","3262.0","27.0","921.0","341.0"
"2368.0","4749.0","5965.0","383.0","55.0","3864.0","3333.0","7.0","995.0","362.0"
"2416.0","4892.0","5912.0","409.0","54.0","4173.0","3933.0","13.0","940.0","376.0"
"2156.0","4563.0","5734.0","395.0","57.0","5726.0","3338.0","6.0","1109.0","362.0"
"2252.0","4390.0","5512.0","317.0","45.0","4514.0","3060.0","18.0","915.0","292.0"
"1732.0","3364.0","4123.0","281.0","29.0","3413.0","2529.0","12.0","670.0","223.0"
"1711.0","3236.0","4118.0","289.0","29.0","3725.0","2543.0","22.0","677.0","321.0"
"2198.0","4234.0","5058.0","348.0","47.0","4005.0","2969.0","7.0","889.0","283.0"
"2328.0","4829.0","6275.0","358.0","52.0","4706.0","3406.0","11.0","953.0","394.0"
"2482.0","4861.0","6010.0","378.0","35.0","4382.0","3358.0","19.0","957.0","410.0"
"2649.0","5105.0","6216.0","399.0","58.0","3966.0","3401.0","13.0","977.0","388.0"
"2358.0","4770.0","5881.0","387.0","38.0","4234.0","3302.0","16.0","907.0","381.0"
"1583.0","3416.0","4230.0","263.0","26.0","3139.0","2295.0","11.0","587.0","234.0"
"1468.0","3251.0","4079.0","327.0","31.0","3145.0","2372.0","9.0","563.0","256.0"
"2438.0","4771.0","5768.0","440.0","44.0","4218.0","3173.0","14.0","895.0","888.0"
"2553.0","5151.0","6735.0","460.0","50.0","4498.0","3708.0","17.0","1039.0","382.0"
"2451.0","5238.0","6247.0","415.0","41.0","4221.0","3390.0","6.0","929.0","312.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2040.0","4558.0","5465.0","374.0","51.0","3618.0","2976.0","13.0","793.0","331.0"
"1320.0","2982.0","3973.0","258.0","23.0","2736.0","2159.0","7.0","523.0","213.0"
"1399.0","2896.0","3815.0","0.0","0.0","3167.0","2191.0","7.0","550.0","211.0"
"2156.0","4398.0","5286.0","350.0","41.0","3887.0","2994.0","9.0","914.0","427.0"
"2353.0","4730.0","5751.0","387.0","37.0","3801.0","3105.0","4.0","844.0","427.0"
"2650.0","5244.0","7115.0","380.0","50.0","4377.0","3583.0","13.0","1020.0","407.0"
"2880.0","5386.0","7199.0","414.0","44.0","4471.0","3527.0","15.0","1039.0","463.0"
"2447.0","4541.0","7260.0","323.0","60.0","3628.0","3285.0","13.0","833.0","356.0"
"1753.0","3385.0","5071.0","298.0","37.0","3232.0","2469.0","4.0","682.0","282.0"
"1713.0","3361.0","4703.0","285.0","38.0","3460.0","2496.0","8.0","599.0","310.0"
"2482.0","5186.0","6176.0","419.0","55.0","4432.0","3505.0","19.0","983.0","412.0"
"2710.0","5812.0","9737.0","424.0","56.0","4379.0","3931.0","12.0","1058.0","471.0"
"2824.0","5757.0","8497.0","496.0","55.0","4773.0","3944.0","15.0","1122.0","451.0"
"2634.0","5297.0","7182.0","487.0","60.0","4666.0","3745.0","15.0","1054.0","395.0"
"2338.0","4861.0","6512.0","429.0","51.0","3901.0","3110.0","13.0","968.0","381.0"
"1739.0","3345.0","4747.0","282.0","34.0","3312.0","2483.0","14.0","704.0","229.0"
"1841.0","3570.0","5082.0","351.0","39.0","3567.0","2760.0","6.0","706.0","307.0"
"2691.0","5175.0","6538.0","540.0","38.0","4357.0","3823.0","18.0","1085.0","465.0"
"2779.0","5578.0","6939.0","493.0","43.0","4878.0","3668.0","19.0","1317.0","489.0"
"3118.0","5903.0","7623.0","494.0","61.0","4825.0","4054.0","16.0","1259.0","479.0"
"3678.0","5864.0","7188.0","460.0","62.0","4669.0","4176.0","10.0","1186.0","406.0"
"2480.0","4468.0","6098.0","345.0","39.0","3775.0","3223.0","15.0","947.0","374.0"
"1985.0","3451.0","4758.0","287.0","38.0","3450.0","2521.0","37.0","659.0","269.0"
"1933.0","3722.0","4927.0","338.0","51.0","3765.0","2861.0","11.0","716.0","331.0"
"2965.0","5466.0","6619.0","486.0","54.0","5139.0","3885.0","7.0","1026.0","473.0"
"2959.0","5525.0","7352.0","485.0","59.0","4760.0","3882.0","22.0","1107.0","483.0"
"3109.0","5532.0","7397.0","511.0","75.0","4548.0","3800.0","41.0","1048.0","443.0"
"2928.0","5645.0","8336.0","483.0","64.0","4884.0","4083.0","25.0","1096.0","528.0"
"2262.0","4679.0","5925.0","430.0","51.0","3819.0","3057.0","12.0","903.0","355.0"
"1810.0","3580.0","4889.0","346.0","38.0","3485.0","2640.0","15.0","649.0","294.0"
"1774.0","3626.0","4531.0","310.0","33.0","3454.0","2566.0","28.0","680.0","341.0"
"2621.0","5180.0","6435.0","395.0","48.0","4246.0","3517.0","21.0","1125.0","506.0"
"2586.0","5324.0","6650.0","450.0","54.0","4604.0","3748.0","18.0","1037.0","448.0"
"2379.0","5030.0","6050.0","479.0","45.0","4282.0","3652.0","20.0","967.0","408.0"
"2014.0","4531.0","4905.0","374.0","51.0","3627.0","3314.0","24.0","857.0","369.0"
"1729.0","3685.0","4708.0","398.0","39.0","3260.0","2721.0","30.0","701.0","339.0"
"1598.0","3271.0","4269.0","315.0","45.0","3252.0","2483.0","23.0","627.0","295.0"
"1686.0","3609.0","4628.0","345.0","49.0","3437.0","2720.0","12.0","629.0","319.0"
"2812.0","5128.0","6290.0","425.0","51.0","4455.0","3791.0","15.0","1102.0","459.0"
"2791.0","5467.0","6561.0","363.0","57.0","4561.0","3905.0","8.0","1104.0","468.0"
"2883.0","5391.0","6582.0","457.0","78.0","4322.0","4160.0","10.0","1047.0","466.0"
"2658.0","5462.0","6976.0","463.0","276.0","4253.0","4066.0","15.0","1041.0","509.0"
"2309.0","4692.0","5537.0","409.0","79.0","3859.0","3521.0","12.0","864.0","403.0"
"1786.0","3721.0","4783.0","290.0","43.0","3270.0","2669.0","13.0","635.0","287.0"
"1806.0","3814.0","5090.0","345.0","67.0","3854.0","2796.0","28.0","748.0","375.0"
"2592.0","5259.0","6067.0","431.0","50.0","4326.0","3687.0","17.0","970.0","475.0"
"2594.0","5236.0","5949.0","485.0","48.0","4482.0","3621.0","23.0","1051.0","450.0"
"2672.0","5484.0","6327.0","496.0","67.0","4548.0","3914.0","19.0","1061.0","471.0"
"2627.0","5529.0","6042.0","444.0","55.0","4420.0","3608.0","19.0","996.0","452.0"
"2278.0","4870.0","6923.0","384.0","44.0","3709.0","3279.0","19.0","911.0","369.0"
"1772.0","3593.0","4422.0","377.0","33.0","3364.0","2353.0","19.0","676.0","280.0"
"1743.0","3680.0","4119.0","281.0","47.0","3640.0","2783.0","16.0","717.0","334.0"
"2464.0","4828.0","5293.0","419.0","63.0","4440.0","3390.0","12.0","973.0","419.0"
"2783.0","5565.0","6705.0","469.0","46.0","4540.0","3751.0","13.0","949.0","455.0"
"2461.0","5082.0","5772.0","486.0","56.0","4094.0","3544.0","16.0","976.0","361.0"
"2377.0","5069.0","5630.0","406.0","47.0","4197.0","4969.0","26.0","1162.0","366.0"
"1822.0","4149.0","4839.0","342.0","42.0","3273.0","3892.0","8.0","874.0","306.0"
"1355.0","3243.0","4374.0","260.0","27.0","2814.0","2345.0","11.0","564.0","228.0"
"1355.0","3069.0","4050.0","233.0","35.0","2997.0","2255.0","12.0","639.0","263.0"
"1882.0","4087.0","5143.0","296.0","33.0","3596.0","3052.0","10.0","856.0","458.0"
"1923.0","4129.0","5121.0","350.0","32.0","3614.0","2865.0","31.0","859.0","314.0"
"1893.0","3958.0","5067.0","302.0","34.0","3346.0","2732.0","15.0","811.0","298.0"
"1640.0","3671.0","4832.0","287.0","39.0","3212.0","2588.0","7.0","758.0","285.0"
"80.0","200.0","356.0","17.0","2.0","177.0","205.0","1.0","28.0","11.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"454.0","1016.0","1418.0","85.0","15.0","1014.0","781.0","3.0","214.0","78.0"
"1514.0","3452.0","4625.0","299.0","30.0","3382.0","2530.0","6.0","711.0","258.0"
"1747.0","3787.0","5063.0","299.0","35.0","3323.0","2717.0","14.0","753.0","273.0"
"1743.0","3734.0","5112.0","271.0","30.0","3303.0","2614.0","15.0","768.0","258.0"
"1669.0","3448.0","4653.0","285.0","34.0","3130.0","2465.0","11.0","688.0","248.0"
"1194.0","2692.0","3719.0","246.0","26.0","2677.0","1964.0","12.0","473.0","185.0"
"1081.0","2282.0","3295.0","192.0","30.0","2514.0","1828.0","15.0","437.0","159.0"
"1645.0","3411.0","6563.0","324.0","41.0","3840.0","2943.0","11.0","642.0","291.0"
"1940.0","4182.0","5873.0","355.0","27.0","4123.0","3104.0","19.0","894.0","348.0"
"2138.0","4869.0","6164.0","385.0","27.0","4307.0","3335.0","11.0","909.0","387.0"
"2385.0","5024.0","6867.0","388.0","39.0","4168.0","3535.0","13.0","909.0","401.0"
"2059.0","4319.0","5842.0","288.0","42.0","3897.0","3280.0","12.0","1005.0","334.0"
"1607.0","3427.0","4685.0","277.0","32.0","3334.0","2818.0","13.0","698.0","220.0"
"1709.0","3408.0","4685.0","291.0","27.0","3704.0","2911.0","9.0","728.0","324.0"
"2408.0","4920.0","6458.0","437.0","25.0","4415.0","3745.0","10.0","934.0","432.0"
"2518.0","5151.0","6812.0","431.0","41.0","4197.0","3585.0","13.0","1022.0","411.0"
"2551.0","5344.0","6660.0","436.0","42.0","4612.0","3829.0","17.0","1099.0","433.0"
"2537.0","5443.0","6934.0","391.0","37.0","4526.0","3641.0","14.0","1168.0","423.0"
"2286.0","4985.0","6230.0","392.0","30.0","4151.0","3373.0","15.0","925.0","329.0"
"1695.0","3488.0","4339.0","283.0","16.0","3279.0","2560.0","14.0","682.0","280.0"
"1766.0","3324.0","4540.0","287.0","20.0","3688.0","2723.0","11.0","723.0","287.0"
"2198.0","4786.0","6975.0","401.0","26.0","4175.0","3298.0","6.0","910.0","361.0"
"2516.0","5168.0","6808.0","452.0","35.0","4259.0","3732.0","16.0","1017.0","483.0"
"2273.0","5056.0","6237.0","301.0","15.0","4023.0","3437.0","11.0","888.0","413.0"
"2364.0","5084.0","6246.0","394.0","21.0","4037.0","3432.0","22.0","980.0","394.0"
"2269.0","4911.0","7762.0","341.0","32.0","3995.0","3244.0","17.0","1044.0","442.0"
"1885.0","4437.0","5820.0","321.0","26.0","3543.0","2816.0","14.0","702.0","289.0"
"1651.0","4006.0","5236.0","298.0","20.0","3420.0","2562.0","9.0","675.0","282.0"
"2357.0","4779.0","6689.0","439.0","31.0","4096.0","3464.0","16.0","899.0","396.0"
"2380.0","5375.0","6574.0","491.0","35.0","4433.0","3600.0","18.0","1109.0","422.0"
"2476.0","5398.0","6442.0","469.0","48.0","4406.0","3671.0","7.0","1054.0","513.0"
"2415.0","5330.0","6386.0","431.0","32.0","4293.0","3448.0","19.0","985.0","461.0"
"2345.0","4915.0","6230.0","419.0","24.0","4129.0","3381.0","18.0","1294.0","381.0"
"1621.0","3516.0","4540.0","293.0","18.0","3823.0","2546.0","9.0","654.0","315.0"
"1720.0","3617.0","4738.0","339.0","27.0","3852.0","2784.0","23.0","665.0","331.0"
"2521.0","5189.0","6741.0","392.0","35.0","4890.0","3711.0","14.0","1072.0","403.0"
"2477.0","5090.0","6279.0","414.0","23.0","5684.0","3446.0","12.0","1120.0","479.0"
"2496.0","4954.0","6140.0","471.0","32.0","6671.0","3371.0","9.0","1046.0","471.0"
"2418.0","5251.0","6306.0","411.0","39.0","6700.0","3614.0","12.0","1162.0","422.0"
"2251.0","4750.0","5803.0","394.0","19.0","4578.0","3074.0","12.0","943.0","383.0"
"1581.0","3673.0","5704.0","279.0","40.0","3308.0","2535.0","12.0","669.0","272.0"
"1661.0","3502.0","4939.0","299.0","25.0","3723.0","2653.0","7.0","626.0","306.0"
"2327.0","4887.0","6340.0","403.0","34.0","4630.0","3425.0","20.0","933.0","480.0"
"2538.0","5173.0","6193.0","437.0","34.0","4514.0","3604.0","12.0","1033.0","483.0"
"2524.0","4915.0","6070.0","419.0","27.0","4388.0","3583.0","12.0","1017.0","461.0"
"2538.0","4827.0","6097.0","397.0","37.0","4339.0","3684.0","29.0","1022.0","418.0"
"2338.0","4681.0","5584.0","401.0","19.0","3972.0","3241.0","12.0","975.0","459.0"
"2004.0","3586.0","4540.0","289.0","23.0","3385.0","2567.0","10.0","704.0","280.0"
"1759.0","3406.0","4424.0","307.0","20.0","3817.0","2578.0","17.0","797.0","308.0"
"2535.0","5310.0","5855.0","392.0","26.0","4301.0","3429.0","21.0","972.0","422.0"
"2373.0","5045.0","5863.0","454.0","34.0","4235.0","3329.0","16.0","1020.0","455.0"
"2538.0","5740.0","6336.0","478.0","39.0","4501.0","3638.0","13.0","1077.0","472.0"
"2748.0","5265.0","6358.0","469.0","36.0","4274.0","3577.0","21.0","1015.0","456.0"
"2942.0","5152.0","6746.0","378.0","30.0","4111.0","3387.0","20.0","1056.0","474.0"
"1768.0","3554.0","4438.0","319.0","17.0","3431.0","2340.0","12.0","761.0","401.0"
"1764.0","3617.0","4670.0","337.0","22.0","3733.0","2742.0","15.0","703.0","504.0"
"2356.0","4692.0","5835.0","417.0","25.0","4214.0","3310.0","26.0","997.0","423.0"
"2826.0","6003.0","12168.0","410.0","46.0","4929.0","4169.0","30.0","1061.0","706.0"
"2997.0","6019.0","13136.0","434.0","49.0","4709.0","4200.0","24.0","1167.0","886.0"
"2676.0","5776.0","8090.0","445.0","31.0","4795.0","4196.0","22.0","1049.0","552.0"
"2372.0","5038.0","6989.0","420.0","31.0","4192.0","3528.0","20.0","979.0","444.0"
"1745.0","3687.0","5569.0","302.0","29.0","3411.0","2757.0","12.0","706.0","280.0"
"1776.0","3768.0","5299.0","354.0","30.0","3785.0","2806.0","26.0","701.0","325.0"
"2582.0","5322.0","6780.0","428.0","27.0","4779.0","3648.0","37.0","1059.0","572.0"
"2814.0","5692.0","7003.0","440.0","36.0","4713.0","4036.0","32.0","992.0","490.0"
"2771.0","5678.0","6754.0","458.0","34.0","4577.0","3805.0","26.0","1091.0","513.0"
"2590.0","5200.0","6267.0","438.0","175.0","4463.0","3689.0","31.0","1053.0","495.0"
"2685.0","4903.0","6258.0","433.0","59.0","4302.0","3648.0","15.0","966.0","424.0"
"1784.0","3834.0","4936.0","338.0","29.0","3586.0","2697.0","12.0","710.0","323.0"
"1902.0","3998.0","5044.0","361.0","32.0","3914.0","3176.0","16.0","756.0","311.0"
