"Listeriosis","Listeria_monocytogenes","Central_nervous_system","Meningitis","Meningoencephalitis","Brain_abscess","Immunodeficiency","Gastroenteritis","Gentamicin","Listeria"
"377.0","650.0","1883.0","6932.0","230.0","280.0","615.0","6234.0","1226.0","1993.0"
"361.0","541.0","1972.0","7016.0","296.0","292.0","595.0","5881.0","1269.0","1167.0"
"303.0","443.0","1561.0","6189.0","192.0","217.0","472.0","5186.0","1065.0","795.0"
"249.0","455.0","1246.0","5047.0","150.0","209.0","368.0","4161.0","889.0","715.0"
"279.0","549.0","1547.0","5469.0","146.0","192.0","397.0","4556.0","868.0","947.0"
"423.0","831.0","2085.0","6479.0","193.0","232.0","491.0","6407.0","1100.0","2398.0"
"362.0","564.0","2120.0","16826.0","231.0","253.0","562.0","6087.0","1223.0","1442.0"
"310.0","504.0","1855.0","23985.0","194.0","269.0","509.0","5758.0","1201.0","967.0"
"298.0","478.0","1796.0","7870.0","227.0","254.0","531.0","5702.0","1179.0","906.0"
"247.0","431.0","1450.0","6632.0","208.0","227.0","475.0","5377.0","1114.0","954.0"
"209.0","306.0","1262.0","5584.0","162.0","193.0","405.0","4575.0","867.0","703.0"
"374.0","484.0","1499.0","5915.0","169.0","222.0","340.0","4646.0","928.0","1720.0"
"422.0","652.0","1960.0","7748.0","253.0","264.0","569.0","7603.0","1365.0","2029.0"
"390.0","626.0","1843.0","7962.0","265.0","365.0","524.0","6558.0","1211.0","1601.0"
"266.0","608.0","2050.0","7704.0","245.0","411.0","496.0","5968.0","1266.0","1054.0"
"286.0","479.0","1916.0","7168.0","211.0","320.0","552.0","5825.0","1214.0","955.0"
"274.0","410.0","1449.0","6696.0","229.0","254.0","547.0","5575.0","1098.0","1216.0"
"220.0","395.0","1289.0","5916.0","179.0","224.0","403.0","4365.0","901.0","998.0"
"254.0","429.0","1515.0","5965.0","165.0","222.0","382.0","4543.0","938.0","842.0"
"291.0","528.0","2022.0","7487.0","271.0","251.0","625.0","6633.0","1184.0","998.0"
"263.0","530.0","2072.0","7673.0","214.0","259.0","585.0","6434.0","1261.0","953.0"
"527.0","698.0","1856.0","7429.0","216.0","267.0","544.0","6361.0","1319.0","3160.0"
"530.0","755.0","1595.0","7118.0","267.0","232.0","526.0","5745.0","1222.0","3920.0"
"352.0","546.0","1496.0","6471.0","244.0","245.0","477.0","5503.0","1163.0","1503.0"
"205.0","353.0","1208.0","5462.0","198.0","172.0","362.0","4201.0","862.0","819.0"
"238.0","401.0","1286.0","5589.0","376.0","183.0","402.0","4533.0","876.0","698.0"
"312.0","536.0","1902.0","7772.0","346.0","261.0","551.0","6552.0","1212.0","974.0"
"360.0","648.0","1842.0","7565.0","315.0","294.0","545.0","6480.0","1260.0","1069.0"
"297.0","543.0","2004.0","7707.0","361.0","271.0","587.0","6582.0","1253.0","1009.0"
"264.0","607.0","1802.0","6995.0","283.0","277.0","582.0","5894.0","1232.0","1023.0"
"274.0","648.0","1485.0","6316.0","264.0","235.0","498.0","5625.0","1113.0","1257.0"
"230.0","530.0","1176.0","4756.0","254.0","197.0","346.0","4191.0","805.0","1440.0"
"338.0","873.0","1468.0","5634.0","200.0","179.0","376.0","4731.0","881.0","2790.0"
"400.0","1020.0","1647.0","6750.0","308.0","258.0","521.0","6414.0","1192.0","2531.0"
"414.0","864.0","1821.0","6805.0","224.0","276.0","546.0","6329.0","1172.0","2171.0"
"388.0","748.0","1613.0","7255.0","308.0","259.0","581.0","6064.0","1189.0","1988.0"
"347.0","691.0","1685.0","7037.0","330.0","249.0","524.0","5787.0","1154.0","1772.0"
"338.0","687.0","1480.0","6383.0","219.0","200.0","499.0","5279.0","1103.0","2360.0"
"244.0","412.0","1124.0","4866.0","181.0","172.0","327.0","4262.0","780.0","1376.0"
"279.0","417.0","1395.0","5491.0","233.0","224.0","358.0","4712.0","950.0","1609.0"
"326.0","707.0","1610.0","6285.0","289.0","238.0","450.0","5579.0","1154.0","1572.0"
"302.0","726.0","1626.0","6704.0","246.0","273.0","507.0","6030.0","1236.0","1369.0"
"321.0","630.0","1608.0","10170.0","293.0","281.0","572.0","5883.0","1299.0","1413.0"
"257.0","702.0","1614.0","7234.0","340.0","286.0","492.0","6004.0","1214.0","1148.0"
"299.0","596.0","1326.0","6043.0","322.0","243.0","404.0","5128.0","1080.0","1910.0"
"575.0","624.0","1155.0","5297.0","376.0","203.0","355.0","4075.0","851.0","4857.0"
"390.0","491.0","1282.0","5334.0","218.0","211.0","368.0","4392.0","898.0","2462.0"
"662.0","994.0","1602.0","7164.0","290.0","452.0","558.0","6476.0","1228.0","5936.0"
"576.0","1059.0","1758.0","7470.0","304.0","249.0","548.0","6967.0","1296.0","4347.0"
"565.0","894.0","1758.0","7026.0","240.0","253.0","552.0","6701.0","1112.0","4118.0"
"399.0","706.0","1586.0","6673.0","265.0","235.0","488.0","6201.0","1164.0","2341.0"
"283.0","587.0","1421.0","6725.0","268.0","187.0","463.0","5618.0","1067.0","1552.0"
"304.0","443.0","1058.0","5119.0","186.0","192.0","296.0","4371.0","824.0","1699.0"
"308.0","390.0","1189.0","5423.0","210.0","186.0","333.0","4611.0","882.0","1734.0"
"383.0","626.0","1595.0","6869.0","241.0","246.0","541.0","6604.0","1180.0","1806.0"
"423.0","603.0","1839.0","6749.0","259.0","272.0","553.0","6858.0","1310.0","1682.0"
"359.0","621.0","1690.0","7482.0","268.0","253.0","612.0","6708.0","1307.0","1564.0"
"377.0","779.0","1762.0","7254.0","321.0","259.0","640.0","6797.0","1186.0","1836.0"
"363.0","782.0","1482.0","6368.0","319.0","256.0","599.0","5988.0","1138.0","2039.0"
"263.0","452.0","1193.0","4850.0","183.0","176.0","409.0","4726.0","812.0","1026.0"
"275.0","408.0","1359.0","5307.0","179.0","228.0","495.0","5057.0","937.0","1032.0"
"365.0","635.0","1819.0","6818.0","261.0","274.0","621.0","6778.0","1223.0","1243.0"
"318.0","678.0","1786.0","7012.0","278.0","244.0","636.0","7079.0","1292.0","1296.0"
"315.0","642.0","1861.0","7128.0","259.0","243.0","646.0","7022.0","1319.0","1194.0"
"326.0","622.0","1977.0","7884.0","272.0","256.0","623.0","6340.0","1347.0","1186.0"
"250.0","489.0","1692.0","6233.0","221.0","232.0","497.0","5755.0","1119.0","1175.0"
"216.0","337.0","1240.0","4965.0","162.0","172.0","390.0","4471.0","858.0","871.0"
"268.0","425.0","1464.0","5606.0","216.0","190.0","446.0","4906.0","916.0","819.0"
"258.0","483.0","1812.0","6440.0","227.0","243.0","586.0","6457.0","1077.0","896.0"
"279.0","620.0","2111.0","7082.0","284.0","240.0","641.0","6958.0","1287.0","1113.0"
"351.0","662.0","2099.0","7582.0","275.0","251.0","637.0","7037.0","1242.0","1131.0"
"357.0","818.0","2297.0","7488.0","257.0","237.0","675.0","6807.0","1515.0","1195.0"
"338.0","642.0","2040.0","7929.0","251.0","250.0","607.0","6525.0","1289.0","1157.0"
"255.0","480.0","1515.0","6083.0","239.0","222.0","415.0","5425.0","1023.0","981.0"
"261.0","476.0","1867.0","5819.0","198.0","242.0","438.0","5525.0","952.0","925.0"
"392.0","647.0","2413.0","8200.0","265.0","247.0","674.0","7543.0","1619.0","1174.0"
"393.0","750.0","2590.0","8906.0","342.0","287.0","729.0","7838.0","1561.0","1312.0"
"559.0","897.0","2525.0","7439.0","277.0","284.0","686.0","7288.0","1565.0","2459.0"
"506.0","1028.0","2489.0","7567.0","268.0","284.0","665.0","7229.0","1419.0","2771.0"
"351.0","640.0","1918.0","6449.0","232.0","223.0","552.0","6455.0","1203.0","1462.0"
"238.0","462.0","1466.0","5216.0","245.0","226.0","517.0","5240.0","913.0","980.0"
"248.0","502.0","1885.0","5326.0","190.0","179.0","527.0","5864.0","981.0","971.0"
"401.0","758.0","2443.0","7450.0","263.0","257.0","638.0","8130.0","1409.0","1223.0"
"463.0","901.0","2625.0","7226.0","281.0","292.0","736.0","8153.0","1405.0","1515.0"
"527.0","1035.0","2653.0","7030.0","282.0","287.0","770.0","7651.0","1384.0","3311.0"
"578.0","1274.0","2586.0","6411.0","272.0","266.0","651.0","7471.0","1426.0","4045.0"
"428.0","782.0","2386.0","6237.0","211.0","250.0","639.0","6979.0","1193.0","1782.0"
"216.0","559.0","1560.0","5020.0","164.0","251.0","465.0","5420.0","979.0","981.0"
"269.0","588.0","2023.0","5511.0","235.0","248.0","486.0","5952.0","1036.0","957.0"
"380.0","942.0","2983.0","7700.0","611.0","289.0","757.0","8405.0","1519.0","1438.0"
"381.0","772.0","2759.0","7041.0","471.0","259.0","780.0","7622.0","1556.0","1336.0"
"502.0","861.0","2657.0","7326.0","378.0","299.0","761.0","7530.0","1399.0","1498.0"
"395.0","818.0","2626.0","7240.0","329.0","254.0","730.0","7299.0","1438.0","1570.0"
"400.0","772.0","2148.0","6110.0","237.0","269.0","649.0","6141.0","1196.0","2090.0"
"254.0","584.0","1532.0","5355.0","152.0","218.0","502.0","4897.0","897.0","944.0"
"318.0","659.0","2010.0","5543.0","208.0","210.0","577.0","5954.0","1031.0","976.0"
"451.0","933.0","2659.0","7794.0","295.0","305.0","744.0","7670.0","1399.0","1906.0"
"624.0","1400.0","2735.0","8134.0","285.0","264.0","828.0","7803.0","1435.0","2684.0"
"600.0","1181.0","2762.0","9141.0","301.0","288.0","784.0","7939.0","1529.0","3425.0"
"470.0","1036.0","2664.0","18418.0","288.0","279.0","699.0","7305.0","1389.0","1707.0"
"458.0","766.0","2301.0","22528.0","229.0","256.0","717.0","6488.0","1207.0","2082.0"
"295.0","573.0","1656.0","16035.0","186.0","259.0","486.0","5361.0","946.0","1296.0"
"296.0","566.0","2054.0","16551.0","218.0","212.0","556.0","5529.0","1038.0","1123.0"
"403.0","872.0","2969.0","24821.0","297.0","315.0","730.0","7871.0","1483.0","1364.0"
"444.0","1013.0","3172.0","27001.0","450.0","293.0","872.0","8254.0","1551.0","1403.0"
"396.0","895.0","2955.0","21851.0","438.0","292.0","742.0","7893.0","1522.0","1253.0"
"454.0","1072.0","2834.0","18233.0","326.0","299.0","756.0","7561.0","1546.0","2091.0"
"365.0","755.0","2141.0","16318.0","231.0","225.0","619.0","6588.0","1349.0","1494.0"
"294.0","568.0","1676.0","12328.0","200.0","217.0","498.0","4985.0","1018.0","909.0"
"305.0","624.0","2005.0","16410.0","248.0","248.0","486.0","5818.0","1117.0","893.0"
"389.0","815.0","2772.0","19155.0","280.0","335.0","758.0","8477.0","1527.0","1212.0"
"440.0","925.0","2890.0","17908.0","280.0","302.0","856.0","8294.0","1430.0","1426.0"
"399.0","842.0","2588.0","16459.0","273.0","347.0","750.0","7907.0","1452.0","1242.0"
"386.0","802.0","2547.0","14552.0","270.0","329.0","763.0","7781.0","1587.0","1618.0"
"439.0","733.0","2109.0","12414.0","261.0","317.0","670.0","7080.0","1409.0","1888.0"
"299.0","494.0","1493.0","9066.0","190.0","191.0","496.0","5318.0","988.0","1225.0"
"322.0","565.0","1940.0","10096.0","228.0","250.0","521.0","5997.0","1162.0","945.0"
"397.0","801.0","2593.0","11464.0","269.0","280.0","698.0","8450.0","1506.0","1297.0"
"479.0","868.0","2615.0","11502.0","239.0","299.0","881.0","8866.0","1615.0","1552.0"
"393.0","795.0","2576.0","13032.0","295.0","297.0","740.0","8470.0","1566.0","1273.0"
"428.0","722.0","2394.0","11966.0","272.0","298.0","726.0","8063.0","1481.0","1094.0"
"271.0","590.0","1981.0","9383.0","206.0","222.0","634.0","7416.0","1177.0","930.0"
"184.0","418.0","1449.0","7894.0","179.0","209.0","483.0","5416.0","934.0","700.0"
"216.0","474.0","1637.0","6831.0","182.0","197.0","524.0","5996.0","1090.0","705.0"
"308.0","766.0","2312.0","9413.0","293.0","266.0","800.0","8352.0","1430.0","1056.0"
"364.0","814.0","2530.0","9636.0","303.0","254.0","729.0","8722.0","1426.0","1126.0"
"336.0","794.0","2351.0","9215.0","279.0","271.0","702.0","8090.0","1562.0","1089.0"
"306.0","817.0","2136.0","8308.0","270.0","263.0","742.0","7636.0","1385.0","1071.0"
"290.0","680.0","1985.0","7569.0","228.0","259.0","660.0","7183.0","1190.0","917.0"
"216.0","466.0","1481.0","6157.0","199.0","245.0","530.0","5652.0","1084.0","720.0"
"265.0","576.0","1869.0","6890.0","230.0","239.0","624.0","6554.0","1181.0","814.0"
"365.0","800.0","2707.0","8404.0","294.0","290.0","789.0","9489.0","1496.0","1158.0"
"335.0","812.0","2805.0","8925.0","266.0","322.0","764.0","9166.0","1481.0","1189.0"
"256.0","683.0","2587.0","8393.0","246.0","276.0","711.0","8152.0","1466.0","940.0"
"350.0","802.0","2744.0","9425.0","288.0","314.0","803.0","8643.0","1579.0","1109.0"
"276.0","642.0","2226.0","8098.0","296.0","256.0","736.0","8053.0","1336.0","1092.0"
"212.0","498.0","1565.0","6559.0","203.0","235.0","514.0","6362.0","1064.0","726.0"
"244.0","554.0","1884.0","6428.0","234.0","226.0","591.0","6571.0","1061.0","1067.0"
"344.0","788.0","2499.0","8618.0","320.0","306.0","841.0","9416.0","1437.0","1104.0"
"354.0","816.0","2690.0","9098.0","285.0","266.0","799.0","9118.0","1618.0","1175.0"
"388.0","959.0","2582.0","10376.0","310.0","247.0","845.0","9229.0","1615.0","1330.0"
"349.0","867.0","2691.0","10457.0","338.0","304.0","784.0","8907.0","1377.0","1243.0"
"314.0","839.0","1981.0","7879.0","249.0","256.0","677.0","7518.0","1258.0","1236.0"
"335.0","841.0","1417.0","9146.0","190.0","204.0","514.0","5936.0","1050.0","1658.0"
"328.0","756.0","2029.0","7232.0","265.0","218.0","566.0","6658.0","1115.0","1132.0"
"386.0","939.0","2429.0","9787.0","286.0","342.0","843.0","9512.0","1473.0","1491.0"
"362.0","973.0","2562.0","9241.0","301.0","317.0","789.0","9628.0","1524.0","1293.0"
"312.0","724.0","2279.0","8326.0","290.0","310.0","653.0","8590.0","1378.0","1102.0"
"246.0","649.0","1938.0","6787.0","207.0","279.0","580.0","7162.0","1155.0","1030.0"
"252.0","516.0","1601.0","5835.0","199.0","210.0","518.0","6736.0","1070.0","951.0"
"297.0","484.0","1538.0","5482.0","215.0","598.0","498.0","6322.0","1080.0","968.0"
"246.0","521.0","1827.0","6460.0","252.0","238.0","512.0","7175.0","1097.0","813.0"
"387.0","959.0","2693.0","8136.0","430.0","323.0","783.0","10276.0","1477.0","1223.0"
"402.0","883.0","2910.0","9583.0","367.0","348.0","885.0","10616.0","1604.0","1309.0"
"384.0","862.0","2714.0","8411.0","287.0","308.0","826.0","9510.0","1453.0","1282.0"
"349.0","861.0","2592.0","8546.0","337.0","316.0","871.0","9372.0","1407.0","1229.0"
"336.0","754.0","2085.0","7488.0","282.0","286.0","749.0","8130.0","1287.0","1299.0"
"279.0","547.0","1944.0","6132.0","289.0","287.0","603.0","6797.0","1002.0","1081.0"
"335.0","678.0","1896.0","6434.0","267.0","271.0","636.0","7132.0","1054.0","1789.0"
"440.0","983.0","2598.0","8710.0","325.0","276.0","854.0","9891.0","1487.0","2596.0"
"495.0","931.0","2741.0","8521.0","295.0","318.0","833.0","10037.0","1432.0","3430.0"
"368.0","1147.0","2934.0","8868.0","297.0","350.0","951.0","10275.0","1784.0","2112.0"
"391.0","1067.0","2727.0","8239.0","394.0","324.0","854.0","9414.0","1436.0","1474.0"
"285.0","737.0","2164.0","7730.0","312.0","314.0","706.0","7619.0","1287.0","1087.0"
"223.0","533.0","1589.0","6049.0","224.0","202.0","500.0","6251.0","949.0","711.0"
"260.0","628.0","1859.0","6162.0","248.0","261.0","591.0","6817.0","1008.0","883.0"
"407.0","914.0","2861.0","7955.0","290.0","344.0","860.0","9170.0","1452.0","1662.0"
"521.0","950.0","2893.0","8414.0","292.0","319.0","870.0","9506.0","1458.0","2477.0"
"422.0","815.0","2636.0","7990.0","263.0","283.0","802.0","8754.0","1444.0","1321.0"
"343.0","848.0","2560.0","8465.0","280.0","327.0","798.0","8943.0","1358.0","1254.0"
"279.0","564.0","1888.0","6925.0","230.0","278.0","674.0","7561.0","1185.0","969.0"
"380.0","413.0","1432.0","5717.0","182.0","267.0","581.0","6284.0","911.0","809.0"
"359.0","462.0","1516.0","5626.0","202.0","184.0","532.0","7259.0","957.0","980.0"
"348.0","662.0","2106.0","7391.0","242.0","307.0","736.0","9879.0","1248.0","1041.0"
"465.0","633.0","2175.0","7413.0","224.0","304.0","665.0","9240.0","1238.0","2870.0"
"438.0","542.0","1980.0","6771.0","226.0","269.0","646.0","8603.0","1151.0","2397.0"
"298.0","469.0","1576.0","6366.0","214.0","246.0","562.0","8129.0","1233.0","1204.0"
"241.0","371.0","1210.0","5584.0","160.0","212.0","455.0","6750.0","975.0","703.0"
"192.0","266.0","994.0","4963.0","151.0","200.0","345.0","5983.0","792.0","612.0"
"172.0","252.0","903.0","4863.0","159.0","209.0","379.0","6058.0","804.0","633.0"
"173.0","248.0","857.0","4670.0","147.0","166.0","357.0","6434.0","783.0","554.0"
"182.0","219.0","821.0","4490.0","135.0","145.0","299.0","5745.0","750.0","501.0"
"353.0","382.0","1039.0","5666.0","167.0","212.0","490.0","7920.0","902.0","1611.0"
"491.0","486.0","1198.0","6234.0","162.0","250.0","495.0","9138.0","994.0","1824.0"
"283.0","425.0","1154.0","6599.0","157.0","257.0","585.0","8971.0","1008.0","985.0"
"225.0","359.0","1001.0","5362.0","155.0","202.0","401.0","7661.0","813.0","809.0"
"246.0","323.0","1012.0","5621.0","160.0","181.0","422.0","7433.0","787.0","698.0"
"229.0","282.0","978.0","5648.0","153.0","204.0","462.0","7889.0","939.0","738.0"
"217.0","217.0","990.0","5189.0","128.0","185.0","352.0","6957.0","772.0","600.0"
"300.0","396.0","1586.0","7345.0","205.0","296.0","562.0","10217.0","1313.0","885.0"
"295.0","437.0","1626.0","7037.0","222.0","291.0","626.0","9542.0","1158.0","700.0"
"298.0","483.0","1569.0","7254.0","206.0","257.0","625.0","8622.0","1127.0","917.0"
"270.0","355.0","1241.0","6277.0","186.0","261.0","494.0","7035.0","1026.0","1141.0"
"271.0","388.0","1424.0","6379.0","222.0","227.0","485.0","7735.0","1038.0","895.0"
"374.0","657.0","2237.0","7887.0","1944.0","302.0","624.0","10327.0","1346.0","1299.0"
"350.0","667.0","2310.0","8270.0","841.0","292.0","726.0","10514.0","1447.0","1244.0"
"485.0","662.0","2234.0","8057.0","482.0","322.0","716.0","9987.0","1362.0","1498.0"
"410.0","658.0","2324.0","8033.0","370.0","255.0","758.0","10134.0","1443.0","1458.0"
"288.0","504.0","1913.0","7201.0","330.0","281.0","714.0","9340.0","1310.0","1063.0"
"228.0","430.0","1542.0","5710.0","245.0","246.0","536.0","7136.0","1066.0","841.0"
"257.0","424.0","1633.0","6194.0","264.0","262.0","545.0","7187.0","1115.0","843.0"
"331.0","613.0","2307.0","7917.0","274.0","303.0","680.0","9749.0","1436.0","1098.0"
"316.0","629.0","2502.0","8248.0","213.0","304.0","852.0","11074.0","1530.0","1238.0"
"312.0","620.0","2579.0","7916.0","302.0","294.0","952.0","10874.0","1534.0","1192.0"
"323.0","712.0","2521.0","8165.0","369.0","330.0","903.0","10489.0","1605.0","1238.0"
"1445.0","847.0","2077.0","7434.0","296.0","294.0","817.0","8823.0","1453.0","7883.0"
"1048.0","554.0","1440.0","6446.0","206.0","233.0","556.0","7140.0","1110.0","3683.0"
"489.0","654.0","1759.0","6680.0","212.0","247.0","611.0","8021.0","1105.0","2160.0"
"553.0","786.0","2327.0","7390.0","263.0","294.0","855.0","10052.0","1431.0","2091.0"
"584.0","753.0","2635.0","8992.0","312.0","295.0","879.0","10515.0","1737.0","1763.0"
"450.0","709.0","2643.0","8381.0","317.0","301.0","809.0","9964.0","1654.0","1697.0"
"508.0","714.0","2595.0","8054.0","269.0","275.0","913.0","9543.0","1588.0","1546.0"
"618.0","614.0","2367.0","7439.0","266.0","307.0","825.0","9054.0","1591.0","1641.0"
"1073.0","497.0","1464.0","5761.0","243.0","236.0","591.0","7030.0","1018.0","1585.0"
"410.0","563.0","1853.0","6208.0","217.0","227.0","640.0","7268.0","1206.0","1171.0"
"475.0","776.0","2539.0","7929.0","297.0","261.0","877.0","10127.0","1651.0","1631.0"
"532.0","820.0","2822.0","8658.0","352.0","331.0","974.0","10488.0","1710.0","2549.0"
"417.0","802.0","2709.0","8185.0","283.0","316.0","921.0","10230.0","1677.0","1953.0"
"407.0","797.0","2679.0","7997.0","277.0","263.0","821.0","9505.0","1691.0","1596.0"
"339.0","672.0","2149.0","6856.0","276.0","256.0","801.0","8423.0","1425.0","1695.0"
"316.0","513.0","1682.0","5906.0","222.0","208.0","609.0","6506.0","1202.0","1615.0"
"320.0","570.0","1957.0","6612.0","208.0","245.0","664.0","7152.0","1218.0","1408.0"
"372.0","790.0","3001.0","9123.0","1338.0","322.0","926.0","9938.0","1686.0","1397.0"
"395.0","815.0","3025.0","8835.0","2371.0","388.0","902.0","9897.0","1787.0","1461.0"
"453.0","865.0","2919.0","9334.0","1034.0","342.0","943.0","9759.0","1750.0","1119.0"
"503.0","876.0","2769.0","9997.0","497.0","310.0","899.0","9604.0","1712.0","1128.0"
"331.0","820.0","2383.0","8947.0","339.0","294.0","889.0","7968.0","1500.0","1024.0"
"518.0","475.0","1623.0","6018.0","271.0","227.0","592.0","6324.0","1102.0","2229.0"
"1342.0","702.0","1918.0","6221.0","237.0","305.0","668.0","6741.0","1242.0","6214.0"
"798.0","965.0","2815.0","8184.0","326.0","296.0","888.0","9232.0","1789.0","3952.0"
"904.0","1093.0","2807.0","8490.0","344.0","295.0","976.0","9937.0","1640.0","5180.0"
"608.0","1025.0","2725.0","8276.0","332.0","308.0","868.0","9189.0","1719.0","2885.0"
"477.0","811.0","2434.0","9424.0","270.0","338.0","860.0","8338.0","1468.0","1453.0"
"402.0","686.0","1959.0","8432.0","259.0","335.0","766.0","7826.0","1379.0","1206.0"
"318.0","488.0","1456.0","5854.0","190.0","264.0","635.0","6628.0","1127.0","1154.0"
"388.0","580.0","1818.0","6395.0","214.0","239.0","647.0","7326.0","1171.0","1068.0"
"460.0","846.0","2451.0","7872.0","302.0","372.0","888.0","9758.0","1605.0","1560.0"
"439.0","922.0","2608.0","8727.0","326.0","340.0","1072.0","10151.0","1736.0","1627.0"
"445.0","906.0","2698.0","8716.0","370.0","318.0","1020.0","10036.0","1794.0","1506.0"
"420.0","884.0","2632.0","8271.0","340.0","341.0","1033.0","9543.0","1764.0","1528.0"
"354.0","783.0","2131.0","7845.0","240.0","345.0","907.0","8533.0","1474.0","1588.0"
"282.0","509.0","1667.0","6376.0","208.0","265.0","622.0","6857.0","1171.0","1206.0"
"300.0","677.0","1902.0","7064.0","239.0","252.0","667.0","7295.0","1299.0","1068.0"
"422.0","911.0","2924.0","8485.0","311.0","311.0","981.0","10894.0","1815.0","1547.0"
"461.0","1029.0","2927.0","8471.0","302.0","340.0","1062.0","10708.0","1832.0","1592.0"
"384.0","916.0","2724.0","8279.0","299.0","374.0","1021.0","10204.0","1923.0","1529.0"
"422.0","942.0","2804.0","8518.0","320.0","348.0","990.0","10034.0","1876.0","1486.0"
"330.0","824.0","2295.0","7433.0","848.0","281.0","821.0","18334.0","1565.0","1279.0"
"246.0","519.0","1614.0","6139.0","359.0","233.0","616.0","18907.0","1313.0","954.0"
"289.0","688.0","1981.0","6677.0","283.0","251.0","681.0","50612.0","1353.0","1017.0"
"416.0","938.0","2789.0","8353.0","340.0","326.0","993.0","37570.0","1934.0","1435.0"
"369.0","1007.0","2831.0","8016.0","338.0","402.0","1059.0","15770.0","1866.0","1424.0"
"348.0","924.0","2756.0","8086.0","282.0","330.0","1059.0","12635.0","1812.0","1314.0"
"430.0","918.0","2618.0","8890.0","297.0","349.0","979.0","11623.0","1821.0","1277.0"
"349.0","722.0","2251.0","7396.0","237.0","327.0","852.0","10878.0","1570.0","1220.0"
"245.0","498.0","1543.0","5795.0","222.0","262.0","605.0","8409.0","1220.0","896.0"
"304.0","567.0","1920.0","6006.0","187.0","255.0","676.0","8821.0","1346.0","956.0"
"379.0","832.0","2588.0","8174.0","274.0","329.0","1058.0","14437.0","1874.0","1293.0"
"389.0","822.0","3955.0","8329.0","295.0","335.0","1061.0","13667.0","1786.0","1263.0"
"509.0","908.0","2505.0","7998.0","310.0","295.0","967.0","11971.0","1763.0","1737.0"
"364.0","839.0","2568.0","7944.0","326.0","337.0","1015.0","10829.0","1878.0","1440.0"
"287.0","704.0","2094.0","6951.0","263.0","296.0","856.0","9148.0","1541.0","1089.0"
"250.0","481.0","1483.0","5984.0","205.0","248.0","657.0","7370.0","1209.0","711.0"
"277.0","543.0","1811.0","6383.0","209.0","256.0","738.0","8097.0","1305.0","744.0"
"384.0","851.0","2582.0","8201.0","324.0","250.0","1013.0","11574.0","1773.0","1197.0"
"481.0","1007.0","2644.0","8531.0","302.0","344.0","964.0","11457.0","2036.0","1291.0"
"371.0","900.0","2577.0","10969.0","304.0","309.0","1092.0","11380.0","1967.0","1309.0"
"338.0","844.0","2542.0","11848.0","297.0","271.0","1010.0","10702.0","1745.0","1364.0"
"335.0","671.0","2028.0","11649.0","232.0","301.0","961.0","9391.0","1598.0","1212.0"
"307.0","522.0","1425.0","13853.0","214.0","312.0","662.0","7858.0","1192.0","932.0"
"402.0","864.0","1736.0","15855.0","234.0","328.0","712.0","8486.0","1413.0","1035.0"
"439.0","833.0","2445.0","25925.0","337.0","356.0","1034.0","11973.0","1874.0","1245.0"
"411.0","822.0","2416.0","16209.0","290.0","360.0","984.0","11454.0","1888.0","1247.0"
"426.0","797.0","2308.0","16046.0","273.0","363.0","945.0","10586.0","1925.0","1245.0"
"464.0","747.0","2000.0","16337.0","327.0","321.0","834.0","10078.0","1731.0","1115.0"
"332.0","575.0","1575.0","13408.0","243.0","291.0","725.0","8511.0","1483.0","943.0"
"281.0","416.0","1206.0","12213.0","217.0","271.0","555.0","7268.0","1136.0","737.0"
"289.0","462.0","1264.0","11697.0","192.0","290.0","594.0","7944.0","1338.0","875.0"
"353.0","783.0","1669.0","14497.0","244.0","359.0","771.0","11468.0","1597.0","1214.0"
