"Measles","Sneeze","Measles_virus","Measles_vaccine","MMR_vaccine","MMRV_vaccine","Fever","Rhinitis","Conjunctivitis","Airborne_disease"
"3482.0","888.0","20.0","84.0","1388.0","52.0","3928.0","1035.0","3745.0","93.0"
"3112.0","891.0","29.0","76.0","1256.0","43.0","3442.0","935.0","3509.0","94.0"
"2396.0","829.0","27.0","60.0","823.0","33.0","3269.0","859.0","3536.0","85.0"
"2610.0","829.0","30.0","64.0","1016.0","36.0","3335.0","780.0","3403.0","99.0"
"3093.0","989.0","25.0","82.0","1393.0","48.0","3892.0","1127.0","4222.0","118.0"
"3018.0","918.0","23.0","77.0","1333.0","54.0","3868.0","1069.0","3892.0","102.0"
"3082.0","941.0","25.0","78.0","1200.0","51.0","3820.0","977.0","3703.0","111.0"
"3222.0","1285.0","30.0","89.0","1541.0","53.0","4332.0","1103.0","4160.0","117.0"
"3256.0","1188.0","17.0","69.0","1408.0","55.0","4047.0","1070.0","4022.0","89.0"
"2430.0","1100.0","25.0","47.0","921.0","42.0","3559.0","880.0","3584.0","76.0"
"2828.0","1025.0","36.0","72.0","1091.0","48.0","3769.0","989.0","3968.0","84.0"
"3659.0","1160.0","41.0","96.0","1554.0","39.0","4439.0","1292.0","4599.0","130.0"
"3494.0","1146.0","29.0","107.0","1680.0","47.0","4379.0","1339.0","4311.0","108.0"
"3570.0","1122.0","24.0","84.0","2116.0","68.0","4318.0","1406.0","4498.0","110.0"
"3139.0","1007.0","14.0","68.0","1733.0","69.0","3847.0","1124.0","4184.0","124.0"
"3070.0","1063.0","45.0","84.0","1558.0","68.0","3698.0","1134.0","4082.0","101.0"
"2412.0","790.0","26.0","61.0","1028.0","47.0","3161.0","920.0","3466.0","71.0"
"2932.0","875.0","22.0","64.0","1144.0","34.0","3697.0","939.0","3880.0","96.0"
"3502.0","956.0","27.0","69.0","1629.0","48.0","4149.0","1262.0","4326.0","90.0"
"3408.0","1038.0","26.0","92.0","1704.0","99.0","4246.0","1215.0","4614.0","109.0"
"3430.0","1073.0","29.0","79.0","1659.0","54.0","4453.0","1235.0","4616.0","100.0"
"3572.0","1129.0","43.0","94.0","1667.0","62.0","4270.0","1225.0","4551.0","102.0"
"3583.0","1052.0","35.0","72.0","1494.0","56.0","4066.0","1154.0","4415.0","110.0"
"2265.0","802.0","21.0","56.0","861.0","34.0","3014.0","915.0","3863.0","54.0"
"2599.0","964.0","22.0","76.0","918.0","35.0","3261.0","930.0","3836.0","81.0"
"3503.0","1148.0","34.0","93.0","1575.0","56.0","4489.0","1309.0","4921.0","134.0"
"3633.0","1107.0","35.0","93.0","1575.0","54.0","4503.0","1400.0","4948.0","118.0"
"3284.0","1050.0","22.0","113.0","1546.0","79.0","4267.0","1590.0","4610.0","123.0"
"0.0","0.0","0.0","0.0","0.0","0.0","4216.0","0.0","4758.0","137.0"
"3131.0","993.0","30.0","85.0","1358.0","56.0","3585.0","1574.0","4359.0","110.0"
"2314.0","701.0","18.0","65.0","689.0","39.0","2765.0","924.0","3088.0","69.0"
"2664.0","801.0","31.0","56.0","795.0","36.0","3388.0","992.0","3711.0","69.0"
"3399.0","1079.0","28.0","100.0","1253.0","53.0","4064.0","1285.0","5148.0","96.0"
"3339.0","942.0","32.0","95.0","1331.0","45.0","4169.0","1304.0","5035.0","126.0"
"3900.0","1243.0","24.0","113.0","1537.0","68.0","4662.0","1361.0","5535.0","134.0"
"4004.0","1179.0","35.0","112.0","1513.0","57.0","4624.0","1608.0","5099.0","112.0"
"3973.0","1005.0","32.0","98.0","1288.0","51.0","3814.0","1316.0","4581.0","102.0"
"2470.0","824.0","17.0","71.0","876.0","39.0","3248.0","1073.0","4053.0","70.0"
"2897.0","897.0","39.0","76.0","931.0","61.0","3374.0","968.0","4106.0","92.0"
"3759.0","1023.0","40.0","97.0","1491.0","70.0","4579.0","1439.0","5688.0","122.0"
"3856.0","1079.0","27.0","116.0","1558.0","85.0","4904.0","1359.0","5902.0","118.0"
"4046.0","1220.0","33.0","124.0","1747.0","88.0","5137.0","1569.0","5913.0","123.0"
"3651.0","1220.0","25.0","109.0","1611.0","76.0","4657.0","1459.0","5158.0","135.0"
"3283.0","1032.0","42.0","93.0","1351.0","49.0","4216.0","1362.0","4543.0","132.0"
"2577.0","885.0","17.0","56.0","872.0","54.0","3344.0","1091.0","3739.0","82.0"
"3224.0","1017.0","29.0","78.0","1019.0","54.0","3856.0","1219.0","4481.0","90.0"
"4215.0","1098.0","48.0","145.0","1633.0","74.0","4534.0","1574.0","5460.0","116.0"
"4222.0","1095.0","41.0","124.0","1812.0","70.0","4844.0","1686.0","5536.0","171.0"
"3918.0","1255.0","27.0","120.0","1824.0","92.0","5148.0","1584.0","5722.0","165.0"
"4052.0","1296.0","37.0","107.0","1994.0","76.0","4780.0","1656.0","5362.0","142.0"
"3078.0","1002.0","37.0","97.0","1441.0","56.0","3921.0","1298.0","4490.0","146.0"
"2724.0","879.0","20.0","68.0","927.0","31.0","3274.0","990.0","3720.0","114.0"
"3356.0","1003.0","41.0","79.0","1164.0","49.0","3983.0","1229.0","4528.0","128.0"
"4359.0","1327.0","46.0","121.0","1776.0","66.0","5102.0","1852.0","5704.0","166.0"
"3923.0","1152.0","24.0","107.0","1779.0","67.0","5243.0","1624.0","5531.0","177.0"
"4476.0","1206.0","29.0","113.0","1826.0","76.0","5282.0","1704.0","5257.0","181.0"
"4286.0","1173.0","38.0","142.0","1755.0","76.0","4862.0","1947.0","5027.0","180.0"
"3256.0","990.0","24.0","132.0","1252.0","55.0","3882.0","1824.0","4480.0","162.0"
"2729.0","961.0","35.0","94.0","1062.0","51.0","3427.0","1218.0","3799.0","124.0"
"3039.0","973.0","40.0","84.0","915.0","49.0","3675.0","1274.0","3992.0","117.0"
"4133.0","1138.0","38.0","120.0","1625.0","73.0","4464.0","1706.0","5340.0","151.0"
"3988.0","1309.0","43.0","190.0","1755.0","100.0","4867.0","1759.0","5460.0","184.0"
"3610.0","1089.0","39.0","117.0","1394.0","66.0","4166.0","1722.0","4762.0","172.0"
"3288.0","948.0","40.0","90.0","1110.0","46.0","3991.0","1394.0","4402.0","124.0"
"2715.0","910.0","20.0","100.0","954.0","77.0","3392.0","1222.0","4088.0","109.0"
"2497.0","918.0","28.0","68.0","793.0","44.0","3193.0","1042.0","3703.0","82.0"
"2903.0","965.0","28.0","90.0","924.0","54.0","3603.0","1130.0","4141.0","110.0"
"3899.0","1173.0","23.0","123.0","1679.0","59.0","4904.0","1518.0","5823.0","133.0"
"4062.0","1203.0","34.0","103.0","1736.0","77.0","4726.0","1618.0","5423.0","176.0"
"3890.0","1207.0","30.0","115.0","1562.0","71.0","4420.0","1504.0","5130.0","198.0"
"3788.0","1261.0","73.0","100.0","1631.0","78.0","4490.0","1547.0","5060.0","173.0"
"4280.0","1047.0","33.0","88.0","1605.0","72.0","3938.0","1370.0","4587.0","147.0"
"4176.0","944.0","20.0","89.0","998.0","53.0","3478.0","1041.0","3953.0","113.0"
"4064.0","1298.0","33.0","104.0","1171.0","37.0","3923.0","1163.0","4328.0","192.0"
"4880.0","1461.0","27.0","100.0","1675.0","64.0","4610.0","1551.0","5398.0","236.0"
"4119.0","1288.0","33.0","98.0","1542.0","56.0","4869.0","1576.0","5259.0","188.0"
"3811.0","1271.0","47.0","134.0","1732.0","57.0","4667.0","1577.0","5134.0","189.0"
"3921.0","1241.0","38.0","100.0","1657.0","54.0","4405.0","1558.0","5183.0","144.0"
"3440.0","1423.0","33.0","106.0","1425.0","58.0","4688.0","1359.0","4520.0","144.0"
"2571.0","910.0","20.0","82.0","763.0","51.0","3539.0","1201.0","3799.0","81.0"
"3151.0","994.0","22.0","88.0","1011.0","52.0","4154.0","1267.0","4381.0","120.0"
"3954.0","1196.0","51.0","103.0","1628.0","74.0","4777.0","1467.0","5342.0","121.0"
"4140.0","1271.0","40.0","124.0","1681.0","70.0","4986.0","1597.0","5567.0","144.0"
"3900.0","1139.0","49.0","129.0","1633.0","71.0","4408.0","1485.0","5062.0","153.0"
"3495.0","1255.0","38.0","90.0","1359.0","61.0","4252.0","1456.0","4796.0","142.0"
"2959.0","1112.0","26.0","98.0","1098.0","46.0","3510.0","1151.0","4060.0","122.0"
"2312.0","795.0","20.0","65.0","681.0","22.0","3020.0","968.0","3601.0","106.0"
"2728.0","932.0","23.0","71.0","715.0","37.0","3409.0","1012.0","4188.0","99.0"
"3165.0","1140.0","40.0","74.0","1111.0","72.0","4304.0","1293.0","4986.0","119.0"
"2930.0","1339.0","30.0","90.0","1142.0","99.0","3977.0","1299.0","4882.0","113.0"
"2815.0","1181.0","27.0","63.0","1050.0","57.0","3791.0","1234.0","4472.0","95.0"
"2511.0","1013.0","17.0","76.0","973.0","50.0","3450.0","1133.0","4134.0","86.0"
"126.0","67.0","4.0","7.0","46.0","2.0","194.0","62.0","231.0","3.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"903.0","383.0","8.0","37.0","245.0","14.0","1248.0","400.0","1443.0","15.0"
"2722.0","1053.0","38.0","99.0","836.0","40.0","3976.0","1181.0","4640.0","122.0"
"2532.0","1117.0","21.0","75.0","927.0","42.0","4113.0","1230.0","4690.0","101.0"
"2491.0","1131.0","21.0","77.0","945.0","41.0","3950.0","1267.0","4616.0","107.0"
"2381.0","1058.0","45.0","82.0","808.0","41.0","3684.0","1196.0","4429.0","118.0"
"2017.0","943.0","24.0","63.0","528.0","30.0","3244.0","866.0","3622.0","100.0"
"2133.0","880.0","19.0","54.0","487.0","26.0","3030.0","769.0","3701.0","87.0"
"2879.0","1071.0","34.0","90.0","858.0","35.0","4176.0","1225.0","4968.0","149.0"
"3060.0","1188.0","26.0","77.0","1229.0","57.0","4674.0","1507.0","5453.0","151.0"
"3271.0","1301.0","31.0","112.0","1398.0","58.0","4805.0","1497.0","5541.0","225.0"
"3380.0","1242.0","36.0","104.0","1934.0","54.0","4723.0","1533.0","5322.0","185.0"
"2995.0","1244.0","33.0","102.0","1210.0","49.0","4330.0","1440.0","4936.0","145.0"
"2476.0","969.0","31.0","73.0","791.0","32.0","3675.0","1061.0","4029.0","143.0"
"2999.0","1238.0","37.0","76.0","1211.0","32.0","3933.0","1198.0","4887.0","152.0"
"3554.0","1327.0","38.0","105.0","1564.0","72.0","5070.0","1631.0","6183.0","180.0"
"3407.0","1264.0","36.0","120.0","1456.0","80.0","4824.0","1579.0","5853.0","143.0"
"3882.0","1328.0","47.0","123.0","1766.0","69.0","4879.0","1650.0","6073.0","198.0"
"3903.0","1467.0","31.0","104.0","1659.0","61.0","5034.0","1677.0","5440.0","199.0"
"3476.0","1339.0","47.0","107.0","1568.0","69.0","4158.0","1464.0","5160.0","121.0"
"2392.0","1074.0","27.0","83.0","866.0","47.0","3510.0","1104.0","4021.0","132.0"
"3053.0","1247.0","31.0","89.0","987.0","51.0","3932.0","1239.0","4612.0","105.0"
"3709.0","1232.0","41.0","114.0","1450.0","66.0","4505.0","1547.0","6126.0","160.0"
"3897.0","1282.0","39.0","154.0","1673.0","73.0","4896.0","1634.0","5664.0","199.0"
"3308.0","1349.0","16.0","133.0","1740.0","43.0","4920.0","1538.0","5607.0","209.0"
"3642.0","1295.0","41.0","130.0","1607.0","51.0","4582.0","1530.0","5196.0","158.0"
"3204.0","1177.0","46.0","110.0","1338.0","54.0","4131.0","1395.0","4873.0","178.0"
"2814.0","1035.0","28.0","91.0","927.0","56.0","3650.0","1095.0","4341.0","120.0"
"2934.0","1146.0","35.0","82.0","953.0","37.0","3954.0","1143.0","4410.0","150.0"
"3566.0","1212.0","27.0","125.0","1552.0","48.0","4875.0","1473.0","5553.0","180.0"
"3841.0","1394.0","33.0","139.0","1575.0","61.0","4970.0","1576.0","5735.0","208.0"
"3660.0","1323.0","53.0","129.0","1606.0","65.0","4996.0","1639.0","5568.0","215.0"
"3636.0","1463.0","36.0","107.0","1690.0","66.0","4802.0","1484.0","5441.0","197.0"
"3424.0","1256.0","20.0","122.0","1364.0","65.0","4464.0","1744.0","5122.0","132.0"
"2501.0","994.0","27.0","85.0","768.0","52.0","3579.0","1118.0","4169.0","121.0"
"3005.0","1113.0","45.0","96.0","882.0","43.0","4144.0","1218.0","4884.0","165.0"
"3846.0","1312.0","46.0","119.0","1612.0","71.0","5297.0","1681.0","6390.0","243.0"
"3547.0","1281.0","28.0","113.0","1623.0","71.0","5156.0","1679.0","5940.0","233.0"
"3849.0","1212.0","36.0","152.0","1652.0","70.0","5083.0","1629.0","5713.0","193.0"
"3877.0","1350.0","45.0","135.0","1580.0","61.0","5958.0","1648.0","5929.0","214.0"
"3243.0","1193.0","42.0","126.0","1312.0","61.0","4431.0","1341.0","5018.0","185.0"
"2614.0","970.0","29.0","83.0","849.0","36.0","3730.0","1076.0","4191.0","116.0"
"2988.0","1109.0","23.0","98.0","820.0","37.0","4249.0","1221.0","4893.0","145.0"
"3996.0","1351.0","34.0","128.0","1581.0","79.0","5317.0","1706.0","6052.0","199.0"
"3921.0","1273.0","44.0","158.0","1677.0","82.0","5301.0","1742.0","7110.0","180.0"
"5147.0","1305.0","32.0","209.0","1789.0","81.0","5294.0","1584.0","5902.0","195.0"
"5973.0","1257.0","37.0","222.0","1770.0","81.0","5030.0","1586.0","6127.0","206.0"
"5129.0","1253.0","35.0","162.0","1383.0","62.0","4531.0","1410.0","5942.0","129.0"
"3450.0","1050.0","27.0","94.0","845.0","42.0","4190.0","1184.0","4554.0","108.0"
"4974.0","1220.0","32.0","97.0","874.0","49.0","4365.0","1222.0","4883.0","141.0"
"4364.0","1211.0","41.0","156.0","1404.0","69.0","5257.0","1682.0","5843.0","185.0"
"4634.0","1267.0","34.0","175.0","1473.0","68.0","5151.0","1680.0","5593.0","174.0"
"5483.0","1379.0","31.0","219.0","1721.0","76.0","5392.0","1730.0","5689.0","154.0"
"6076.0","1234.0","37.0","209.0","1614.0","76.0","5311.0","1765.0","5529.0","192.0"
"4282.0","1235.0","42.0","148.0","1477.0","68.0","6001.0","1682.0","5307.0","199.0"
"3420.0","1027.0","27.0","100.0","854.0","39.0","4180.0","1219.0","4511.0","109.0"
"3714.0","1052.0","35.0","97.0","988.0","37.0","4508.0","1331.0","4879.0","135.0"
"4379.0","1181.0","45.0","146.0","1417.0","75.0","5242.0","1687.0","6136.0","182.0"
"4487.0","1295.0","36.0","145.0","1556.0","94.0","5721.0","2080.0","5878.0","157.0"
"4529.0","1309.0","43.0","145.0","1678.0","75.0","5668.0","3999.0","5955.0","222.0"
"4530.0","1355.0","43.0","130.0","1624.0","72.0","5735.0","2084.0","6093.0","198.0"
"3875.0","1195.0","39.0","127.0","1324.0","58.0","5016.0","1698.0","5368.0","171.0"
"3504.0","985.0","25.0","105.0","913.0","40.0","4227.0","1305.0","4735.0","136.0"
"3351.0","1085.0","34.0","80.0","964.0","49.0","4529.0","1401.0","4936.0","176.0"
"4690.0","1325.0","45.0","136.0","1568.0","60.0","5898.0","1791.0","6602.0","235.0"
"4110.0","1258.0","40.0","120.0","1650.0","87.0","5864.0","1856.0","6291.0","189.0"
"3802.0","1240.0","41.0","173.0","1611.0","94.0","5331.0","1694.0","5694.0","206.0"
"3802.0","1185.0","45.0","152.0","1507.0","75.0","5189.0","1636.0","5325.0","192.0"
"3378.0","1112.0","28.0","139.0","1348.0","71.0","4634.0","1464.0","5122.0","160.0"
"2690.0","932.0","34.0","81.0","742.0","26.0","3971.0","1218.0","4449.0","129.0"
"3168.0","1103.0","39.0","105.0","939.0","53.0","4650.0","1317.0","4947.0","152.0"
"4233.0","1230.0","40.0","166.0","1450.0","61.0","5498.0","1727.0","6115.0","253.0"
"4232.0","1301.0","31.0","156.0","1489.0","61.0","5814.0","1651.0","5822.0","250.0"
"4158.0","1296.0","50.0","165.0","1720.0","75.0","5784.0","1737.0","5846.0","184.0"
"3600.0","833.0","42.0","133.0","1402.0","62.0","5454.0","1573.0","5478.0","165.0"
"3327.0","461.0","45.0","129.0","1262.0","68.0","5192.0","1594.0","5089.0","174.0"
"2631.0","787.0","29.0","79.0","736.0","36.0","4044.0","1124.0","4047.0","124.0"
"3095.0","987.0","35.0","78.0","885.0","43.0","4563.0","1066.0","4640.0","144.0"
"3679.0","1006.0","36.0","118.0","1361.0","63.0","5543.0","1329.0","5789.0","648.0"
"3896.0","1064.0","26.0","171.0","1500.0","61.0","5787.0","1398.0","5065.0","386.0"
"3586.0","1067.0","33.0","137.0","2878.0","71.0","4932.0","1290.0","4316.0","262.0"
"3602.0","1065.0","40.0","133.0","1492.0","74.0","4023.0","1385.0","4312.0","244.0"
"3018.0","886.0","36.0","107.0","1151.0","49.0","3451.0","1092.0","3730.0","195.0"
"2354.0","693.0","21.0","85.0","774.0","35.0","3126.0","898.0","3278.0","128.0"
"2750.0","719.0","33.0","76.0","812.0","44.0","3176.0","935.0","3398.0","169.0"
"3560.0","1055.0","42.0","138.0","1451.0","78.0","4180.0","1504.0","4908.0","220.0"
"4235.0","1052.0","40.0","172.0","1511.0","70.0","4498.0","1529.0","4399.0","254.0"
"3845.0","950.0","41.0","159.0","1472.0","62.0","4055.0","1411.0","4190.0","217.0"
"3248.0","906.0","35.0","122.0","1197.0","48.0","3888.0","1182.0","3887.0","183.0"
"2779.0","830.0","25.0","114.0","1083.0","47.0","3047.0","1127.0","3360.0","177.0"
"2080.0","624.0","16.0","64.0","520.0","26.0","2475.0","841.0","4186.0","124.0"
"2790.0","825.0","24.0","77.0","767.0","32.0","3040.0","1006.0","4021.0","197.0"
"3868.0","944.0","49.0","140.0","1489.0","74.0","3971.0","1545.0","5124.0","258.0"
"3677.0","915.0","43.0","138.0","1337.0","59.0","3764.0","1316.0","4523.0","224.0"
"3616.0","946.0","36.0","138.0","1263.0","60.0","3668.0","1423.0","4244.0","232.0"
"3402.0","958.0","54.0","143.0","1376.0","56.0","3330.0","1388.0","4083.0","214.0"
"2990.0","898.0","23.0","111.0","1162.0","70.0","5492.0","1230.0","4192.0","166.0"
"2333.0","714.0","23.0","81.0","730.0","32.0","7918.0","896.0","3087.0","127.0"
"2651.0","671.0","29.0","72.0","619.0","38.0","2831.0","908.0","3289.0","144.0"
"3354.0","866.0","22.0","127.0","1221.0","85.0","3620.0","1317.0","4074.0","226.0"
"3308.0","922.0","43.0","129.0","1313.0","86.0","3699.0","1484.0","4325.0","176.0"
"3200.0","837.0","27.0","137.0","1133.0","58.0","3421.0","1240.0","4107.0","169.0"
"2629.0","856.0","48.0","110.0","991.0","56.0","3065.0","1187.0","3669.0","172.0"
"2483.0","736.0","24.0","83.0","883.0","60.0","2806.0","978.0","3350.0","122.0"
"2137.0","675.0","25.0","101.0","606.0","49.0","2281.0","832.0","2763.0","110.0"
"2293.0","708.0","31.0","61.0","552.0","30.0","2770.0","965.0","2965.0","109.0"
"2916.0","933.0","23.0","118.0","1129.0","57.0","3400.0","1383.0","4112.0","130.0"
"3296.0","991.0","33.0","124.0","1198.0","64.0","3762.0","1397.0","4329.0","184.0"
"3342.0","1183.0","30.0","121.0","1213.0","65.0","3525.0","1344.0","3888.0","171.0"
"3551.0","1010.0","34.0","132.0","1235.0","72.0","3434.0","1255.0","3941.0","177.0"
"2851.0","847.0","29.0","105.0","986.0","72.0","2931.0","1253.0","3481.0","173.0"
"2559.0","712.0","31.0","90.0","774.0","53.0","2725.0","958.0","3091.0","164.0"
"2728.0","864.0","19.0","99.0","784.0","40.0","2946.0","1072.0","3404.0","176.0"
"3565.0","950.0","30.0","138.0","1439.0","72.0","3733.0","1401.0","4452.0","250.0"
"3469.0","1021.0","42.0","171.0","1403.0","87.0","3845.0","1453.0","4546.0","197.0"
"3740.0","1021.0","37.0","150.0","1505.0","78.0","4164.0","1420.0","4338.0","186.0"
"4610.0","974.0","42.0","165.0","1350.0","69.0","4124.0","1311.0","4126.0","201.0"
"6737.0","1053.0","35.0","349.0","1689.0","82.0","3816.0","1251.0","3726.0","148.0"
"3219.0","660.0","38.0","253.0","882.0","117.0","2906.0","861.0","2736.0","110.0"
"3463.0","742.0","35.0","186.0","974.0","45.0","3465.0","1019.0","3097.0","152.0"
"4628.0","1438.0","33.0","218.0","1538.0","64.0","4515.0","1510.0","4706.0","224.0"
"5139.0","1113.0","43.0","228.0","1661.0","82.0","4193.0","1415.0","4154.0","213.0"
"4337.0","1092.0","39.0","179.0","1646.0","60.0","4218.0","1328.0","4118.0","207.0"
"3963.0","1152.0","42.0","165.0","1647.0","93.0","4136.0","1271.0","3904.0","217.0"
"3652.0","1012.0","46.0","179.0","1430.0","63.0","3731.0","1217.0","3855.0","212.0"
"2560.0","815.0","29.0","117.0","814.0","47.0","2956.0","838.0","2849.0","142.0"
"3028.0","998.0","34.0","109.0","1004.0","42.0","3501.0","959.0","3180.0","174.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3989.0","1087.0","34.0","118.0","1520.0","59.0","4212.0","1325.0","4094.0","223.0"
"4466.0","1046.0","54.0","158.0","1577.0","81.0","4242.0","1430.0","4161.0","184.0"
"5094.0","1087.0","42.0","162.0","1595.0","67.0","4166.0","1341.0","3843.0","194.0"
"3596.0","1001.0","53.0","148.0","1253.0","48.0","3534.0","1232.0","3971.0","174.0"
"2851.0","836.0","24.0","73.0","872.0","41.0","3227.0","1009.0","4713.0","158.0"
"3101.0","909.0","30.0","120.0","835.0","39.0","3287.0","950.0","4440.0","160.0"
"4090.0","1075.0","32.0","163.0","1484.0","74.0","4349.0","1457.0","5744.0","339.0"
"4289.0","1079.0","53.0","156.0","1743.0","67.0","4449.0","1482.0","5266.0","243.0"
"3986.0","1113.0","37.0","139.0","1710.0","79.0","4435.0","1597.0","5177.0","274.0"
"3835.0","987.0","45.0","129.0","1647.0","80.0","3776.0","1533.0","4815.0","255.0"
"3490.0","965.0","40.0","129.0","1360.0","63.0","3549.0","1286.0","4637.0","234.0"
"2477.0","823.0","24.0","86.0","770.0","40.0","2842.0","968.0","3577.0","137.0"
"2926.0","896.0","26.0","112.0","824.0","38.0","3174.0","1030.0","3773.0","159.0"
"4065.0","1081.0","34.0","127.0","1521.0","81.0","4150.0","1377.0","5171.0","219.0"
"4215.0","1075.0","37.0","165.0","1667.0","83.0","4182.0","1429.0","5177.0","216.0"
"3698.0","1061.0","29.0","135.0","1608.0","58.0","3861.0","1422.0","5075.0","228.0"
"3615.0","964.0","25.0","107.0","1522.0","56.0","4833.0","1363.0","4848.0","176.0"
"2998.0","928.0","27.0","105.0","1164.0","57.0","3356.0","1250.0","4306.0","184.0"
"2481.0","754.0","34.0","108.0","804.0","59.0","2832.0","934.0","3354.0","171.0"
"3234.0","931.0","46.0","97.0","828.0","47.0","3054.0","942.0","3670.0","202.0"
"3602.0","980.0","39.0","146.0","1499.0","66.0","3934.0","1399.0","5100.0","232.0"
"3619.0","983.0","32.0","135.0","1642.0","82.0","3891.0","1462.0","4962.0","204.0"
"3924.0","1073.0","44.0","160.0","1750.0","94.0","4115.0","1420.0","4736.0","267.0"
"4029.0","2789.0","32.0","135.0","1632.0","58.0","4007.0","1413.0","4503.0","211.0"
"3077.0","1123.0","30.0","119.0","1250.0","51.0","3598.0","1176.0","4060.0","183.0"
"2609.0","846.0","21.0","75.0","772.0","52.0","3325.0","991.0","3608.0","164.0"
"2885.0","942.0","28.0","82.0","856.0","43.0","3763.0","991.0","4191.0","190.0"
"3338.0","1064.0","23.0","128.0","1380.0","54.0","4344.0","1217.0","4691.0","224.0"
"3583.0","1114.0","44.0","124.0","1782.0","79.0","4714.0","1464.0","5203.0","277.0"
"3789.0","1119.0","39.0","143.0","1637.0","59.0","4707.0","1420.0","4944.0","230.0"
"3659.0","1075.0","34.0","105.0","1546.0","86.0","4467.0","1323.0","4801.0","269.0"
"3067.0","937.0","27.0","95.0","1302.0","63.0","4025.0","1190.0","4073.0","221.0"
"3001.0","867.0","38.0","70.0","984.0","41.0","3494.0","1050.0","3612.0","148.0"
"2999.0","1023.0","36.0","83.0","986.0","51.0","3928.0","988.0","3908.0","176.0"
"3434.0","1081.0","28.0","124.0","1368.0","91.0","4189.0","1354.0","4688.0","240.0"
"3627.0","1096.0","25.0","138.0","1651.0","79.0","4957.0","1584.0","5100.0","302.0"
"3610.0","1079.0","38.0","154.0","1536.0","102.0","4411.0","1308.0","4629.0","275.0"
"3466.0","1002.0","27.0","184.0","1506.0","58.0","4385.0","1258.0","4455.0","248.0"
"3275.0","1096.0","43.0","155.0","1389.0","62.0","4045.0","1195.0","4281.0","192.0"
"2572.0","807.0","34.0","88.0","881.0","34.0","3430.0","971.0","3500.0","187.0"
"2869.0","916.0","22.0","75.0","894.0","46.0","3612.0","1009.0","4091.0","183.0"
"3374.0","1129.0","36.0","133.0","1545.0","70.0","4447.0","1397.0","5109.0","258.0"
"3425.0","1057.0","31.0","129.0","1561.0","70.0","4478.0","1440.0","5333.0","255.0"
"3297.0","1058.0","21.0","101.0","1626.0","80.0","4531.0","1349.0","4752.0","251.0"
"3286.0","1144.0","34.0","130.0","1590.0","67.0","4555.0","1341.0","4786.0","240.0"
"2893.0","892.0","31.0","88.0","1374.0","56.0","4060.0","1099.0","4067.0","191.0"
"2533.0","891.0","34.0","101.0","1097.0","45.0","3753.0","961.0","3761.0","182.0"
"2906.0","1085.0","33.0","73.0","986.0","39.0","3883.0","956.0","3901.0","235.0"
"3443.0","1190.0","28.0","120.0","1631.0","63.0","4606.0","1460.0","5029.0","275.0"
"3287.0","1145.0","35.0","102.0","1696.0","79.0","4747.0","1399.0","4988.0","257.0"
"3196.0","1037.0","36.0","114.0","1589.0","67.0","4400.0","1352.0","4700.0","230.0"
"3253.0","1005.0","31.0","93.0","1564.0","72.0","4279.0","1347.0","4642.0","242.0"
"2696.0","921.0","37.0","98.0","1450.0","65.0","3895.0","1132.0","4223.0","185.0"
"2466.0","826.0","28.0","66.0","996.0","39.0","3546.0","875.0","3415.0","148.0"
"2851.0","835.0","31.0","81.0","987.0","43.0","3720.0","973.0","3722.0","200.0"
"3485.0","1001.0","25.0","130.0","1906.0","81.0","4539.0","1372.0","4880.0","212.0"
"3427.0","1011.0","37.0","123.0","1809.0","68.0","4715.0","1503.0","4929.0","230.0"
"3065.0","968.0","30.0","177.0","1684.0","67.0","4468.0","1356.0","4678.0","204.0"
"3225.0","996.0","31.0","134.0","1649.0","72.0","4489.0","1281.0","4609.0","196.0"
"2547.0","921.0","28.0","125.0","1292.0","51.0","3950.0","1115.0","6210.0","162.0"
